Title,Location,Beds,Baths,Area (Marla),Price (PKR),Price Per Marla
Beautiful House With Extra Land Available For Sale,"F-8, Islamabad",7.0,,26.0,400000000.0,15384615.384615384
Elysium Mall One Bed Apartment,"Elysium Mall, Blue Area",1.0,1.0,3.4,46500000.0,13676470.588235294
H-13 Outclass Location House Near Kashmir Highway,"H-13, Islamabad",6.0,6.0,8.0,30000000.0,3750000.0
F-11 Savoy Residence 4 Bedrooms,"F-11, Islamabad",4.0,4.0,16.0,73000000.0,4562500.0
Fully Renovated Apartment C type,"G-11, Islamabad",3.0,2.0,4.9,21000000.0,4285714.285714285
4 Kanal Farm House For Sale In Banigala,"Bani Gala, Islamabad",7.0,6.0,80.0,180000000.0,2250000.0
7 MARLA DOUBLE UNIT HOUSE FOR SALE BLOCK D | 2 GAS METER | 5 Kv SOLAR,"CBR Town Phase 1 - Block D, CBR Town Phase 1",5.0,6.0,7.0,33500000.0,4785714.285714285
Beautiful House Available For Sale,"F-8, Islamabad",5.0,6.0,20.0,260000000.0,13000000.0
F-11 Abudhabi Tower 1 Bed 800 Sqft Fully Furnished Apartment For Sale,"F-11 Markaz, F-11",,,4.0,13000000.0,3250000.0
F-10-1 Duplex House 511 Squired Yard,"F-10/1, F-10",5.0,6.0,20.0,160000000.0,8000000.0
F-10 Duplex House For Sale Prime Location Double Storey 5 Beds,"F-10/1, F-10",5.0,6.0,20.0,165000000.0,8250000.0
F-8/3 Reasonable Price Demolishable House For Sale,"F-8/3, F-8",4.0,4.0,36.0,300000000.0,8333333.333333333
1070 Square Feet Apartment Is Available For Sale In 5G Emporium Plaza A block Top City Islamabad,"Top City 1 - Block A, Top City 1",2.0,,4.8,19000000.0,3958333.3333333335
F-10/4 Front Open 6 Bed Room Size 1066 Square Yard Dead End Street,"F-10, Islamabad",6.0,6.0,42.0,360000000.0,8571428.57142857
1 Kanal House For Sale In F7 Islamabad,"F-7, Islamabad",6.0,6.0,20.0,300000000.0,15000000.0
Your Perfect Oasis Awaits! Semi-Furnished 1250 Sqft Flat For Sale On Installments In The Royal Mall & C Residency,"Bahria Enclave, Bahria Town",2.0,2.0,5.6,15500000.0,2767857.142857143
B-17 Multi Garden House For Sale Block E Islamabad,"MPCHS - Block E, MPCHS - Multi Gardens",5.0,5.0,8.0,42500000.0,5312500.0
Luxurious 35 Marla Spanish Furnished House For Sale Prime Main Boulevard Location DHA Phase 5 Islamabad,"DHA Defence Phase 5, DHA Defence",6.0,6.0,34.0,220000000.0,6470588.235294118
"Prime 2-Side Corner House for Sale in F-8, Islamabad","F-8, Islamabad",6.0,5.0,72.0,770000000.0,10694444.444444444
"7 Marla Brand New Double Storey LOP Approved House For Sale In Jinnah Garden, Islamabad","Jinnah Gardens, FECHS",5.0,7.0,7.0,37000000.0,5285714.285714285
7 MARLA BRAND NEW DOUBLE STORY LOP CLEARED HOUSE FOR SALE IN JINAH GARDEN,"Jinnah Gardens, FECHS",5.0,7.0,7.0,37000000.0,5285714.285714285
Jinah Garden 5.5 Marla Brand New Corner Luxury House For Sale Double Story With Servant Quarter,"Jinnah Gardens, FECHS",5.0,6.0,5.6,26000000.0,4642857.142857143
3 Bedroom Unfurnished Apartment Available For Sale In F-11,"F-11, Islamabad",3.0,3.0,14.2,42000000.0,2957746.4788732394
House For Sale 10 Marla,"University Town - Block D, University Town",6.0,6.0,10.0,28500000.0,2850000.0
"Luxurious 5 Bed House In F-8, Prime Location, CDA Transfer, Price 27 Crore","F-8, Islamabad",5.0,6.0,20.0,270000000.0,13500000.0
"Luxurious 10 Bed House in F-8, Prime Location, CDA Transfer, Price 90 Crore","F-8, Islamabad",10.0,,72.0,900000000.0,12500000.0
E-11 Two Bedroom Apartment For Sale.,"E-11, Islamabad",2.0,2.0,5.6,14500000.0,2589285.7142857146
E-11 Three Bedroom Apartment Available For Sale.,"E-11, Islamabad",3.0,3.0,6.0,11500000.0,1916666.6666666667
E11 Two Bedrooms Unfurnished Apartment Available For Sale,"E-11, Islamabad",2.0,2.0,4.2,14500000.0,3452380.9523809524
Stylish A+ Constructed 10 Marla Home In C-1 Block B-17 Ideal For Families,"MPCHS - Block C1, MPCHS - Multi Gardens",5.0,7.0,10.0,46500000.0,4650000.0
Stylish A+ Constructed 5 Marla Home in C-1 Block B-17 Ideal for Families,"MPCHS - Block C1, MPCHS - Multi Gardens",5.0,5.0,5.0,27000000.0,5400000.0
F-10/4 Duplex 533 Square Yards 5 Bed Room House For Sale,"F-10/4, F-10",5.0,5.0,22.0,155000000.0,7045454.545454546
10 Marla House Is Available For Sale In Top City Block A Islamabad,"Top City 1 - Block A, Top City 1",5.0,,10.0,45000000.0,4500000.0
F-10 Fully House For Sale,"F-10/2, F-10",6.0,6.0,26.0,240000000.0,9230769.23076923
650 Square Feet 4th Floor Apartment Is Available For Sale In Sapphire Arcade G-15 Markaz Islamabad,"Sapphire Arcade, G-15 Markaz",,,2.9,5500000.0,1896551.7241379311
F-11 Abu Dhabi Towers Apartment For Sale 5th Floor Main Location,"F-11, Islamabad",2.0,3.0,12.4,42500000.0,3427419.3548387093
E11 Galaxy House 6bed,"E-11, Islamabad",6.0,7.0,16.0,92500000.0,5781250.0
Sector H 5 Marla Back Open House For Sale in Bahria Enclave Islamabad,"Bahria Enclave - Sector H, Bahria Enclave",3.0,3.0,5.0,23500000.0,4700000.0
10 Marla House with Basement for Sale Bahria Enclave Islamabad,"Bahria Enclave - Sector A, Bahria Enclave",7.0,7.0,10.0,47500000.0,4750000.0
Prime Re-Development Opportunity: 1066 Sq. Yd. House In F-6/4 Islamabad,"F-6, Islamabad",6.0,6.0,42.0,420000000.0,10000000.0
Investment Opportunity: House For Sale With Strong Rental Income In F-8/1,"F-8, Islamabad",6.0,6.0,42.0,450000000.0,10714285.714285715
Brand New 6-Bedroom House in F-8 Islamabad - Prime Investment Opportunity!,"F-8, Islamabad",6.0,6.0,36.0,450000000.0,12500000.0
"Luxurious 6-Bedroom House on Main Double Road, F-8/4 - Spacious 1244 sq yd!","F-8, Islamabad",6.0,6.0,50.0,530000000.0,10600000.0
"Stunning Designer House Next to Central Park DHA Phase 2, Islamabad","DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,139500000.0,6975000.0
10 Marla House Available In Top City 1 For Sale,"Top City 1, Islamabad",5.0,6.0,10.0,37000000.0,3700000.0
5 Marla Brand New House For Sale In Bahria Enclave Islamabad,"Bahria Enclave, Bahria Town",3.0,3.0,5.0,24500000.0,4900000.0
"1 Kanal Modern House For Sale DHA Phase 2, Islamabad","Naval Anchorage, Islamabad",5.0,6.0,20.0,77500000.0,3875000.0
Park View City H Block 5 Marla Corner Villa,"Park View - Block H, Park View City",4.0,5.0,5.0,35000000.0,7000000.0
1 Kanal Brand New with Solar 15 KW. Double Unit House Available For Sale. Multi Gardens MPCHS B-17 Block A Islamabad.,"MPCHS - Block A, MPCHS - Multi Gardens",9.0,6.0,20.0,85000000.0,4250000.0
"Livable House With Extra Land , Prime Location Available For Sale","F-8, Islamabad",6.0,6.0,32.0,350000000.0,10937500.0
Prime Investment Opportunity: Demolished House On 832 SQ YARD In F-8/3,"F-8/3, F-8",8.0,3.0,34.0,300000000.0,8823529.411764706
Brand New 1.5 Storey House Is Available In Jinnah Garden Phase 1 Islamabad,"Jinnah Gardens Phase 1, Jinnah Gardens",3.0,4.0,8.0,24500000.0,3062500.0
Brand New Spanish Double storey Corner House In Jinnah Garden Phase 1 Islamabad,"Jinnah Gardens Phase 1, Jinnah Gardens",7.0,6.0,10.0,55000000.0,5500000.0
Investor Deal 1 Bed Apartment For Sale In Zarkon Heights G-15 | Below Market Price Ready To Move Limited-Time Opportunity One Of The Cheapest Units In The Project,"Zarkon Heights, G-15",1.0,1.0,2.5,9800000.0,3920000.0
Brand New House Available For Sale,"Faisal Margalla City, B-17",4.0,5.0,5.0,21000000.0,4200000.0
5 Marla Brand New House Luxury House For Sale,"MPCHS - Block F, MPCHS - Multi Gardens",3.0,4.0,5.0,23000000.0,4600000.0
1 kanal triple unit owner Built House for sale,"DHA Defence Phase 2, DHA Defence",9.0,6.0,20.0,127500000.0,6375000.0
1 Kanal Brand New Beautiful Solid Constructed House For Sale,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,99000000.0,4950000.0
1 Kanal Solid Constructed Beautiful Double Unit House For Sale,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,109000000.0,5450000.0
1 Kanal Semi Furnished House For Sale,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,99000000.0,4950000.0
5 Marla Single Story House For Sale In Banigala,"Bani Gala, Islamabad",2.0,3.0,5.0,13000000.0,2600000.0
5 Marla brand new single story house for sale in banigala,"Bani Gala, Islamabad",2.0,3.0,5.0,12000000.0,2400000.0
10 Marla Brand New Double Storey House For Sale In Banigala,"Bani Gala, Islamabad",4.0,4.0,10.0,45000000.0,4500000.0
6 Bedroom Top Designer House For Sale,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,135000000.0,6750000.0
1 Kanal Cornor Designer Canadian Stylish House Near Central Commercial DHA Phase 5 Islamabad,"DHA Phase 5 - Sector B, DHA Defence Phase 5",6.0,6.0,20.0,107500000.0,5375000.0
For Sale: 2 Bed Unfurnished Apartment Sky Park One Brand New Unit,"Skypark One, Gulberg Greens",2.0,2.0,7.8,30000000.0,3846153.846153846
"Stylish 1 Bed Apartment With Margalla Hills Views In Diplomatic Enclave, Rhodium, Islamabad","Diplomatic Enclave, Islamabad",1.0,1.0,4.7,56000000.0,11914893.617021276
"5.5 Marla Designer House for Sale in Sector H, Bahria Enclave Islamabad | Park Facing | Front & Back Open","Bahria Enclave - Sector H, Bahria Enclave",3.0,3.0,5.0,27000000.0,5400000.0
5 MARLA ( 25*50) BRAND NEW HOUSE FOR SALE,"Faisal Town - F-18, Islamabad",5.0,5.0,5.0,25000000.0,5000000.0
5 Marla Double Unit House Available. For Sale In Gulshan E Sehat E-18 Islamabad.,"Gulshan-e-Sehat 1, E-18",4.0,6.0,5.0,17500000.0,3500000.0
5 Marla Modern Design House,"MPCHS - Block F, MPCHS - Multi Gardens",3.0,5.0,5.0,21000000.0,4200000.0
3.5 Marla Single Unit House Available For Sale in Paradise Mansion D-17 Islamabad.,"D-17, Islamabad",3.0,3.0,3.0,8000000.0,2666666.6666666665
Three Bedroom Apartment Available For Sale In Capital Resorts,"Capital Resorts, E-11/4",3.0,3.0,5.3,13500000.0,2547169.8113207547
Beautiful House For Sale,"H-13, Islamabad",3.0,3.0,3.0,9500000.0,3166666.6666666665
Demolishable House Available For Sale,"F-8, Islamabad",5.0,5.0,20.0,220000000.0,11000000.0
Demolishable House With Extra Land Available For Sale,"F-8, Islamabad",6.0,6.0,26.0,320000000.0,12307692.307692308
900 sft ground floor flat available in g-10/2,"G-10/2, G-10",2.0,2.0,4.0,22500000.0,5625000.0
Liveable House For Sale G-8/2,"G-8, Islamabad",4.0,4.0,4.0,32000000.0,8000000.0
"LUXURY 2 BEDROOM, READY TO MOVE APARTMENT ON INSTALLMENTS","Margalla Avenue, Islamabad",2.0,2.0,4.4,10500000.0,2386363.6363636362
"LUXURY 1 BED ROOM, READY TO MOVE APARTMENT ON INSTALLMENTS","Margalla Avenue, Islamabad",1.0,1.0,2.2,6000000.0,2727272.727272727
One Bedroom Flat For Sale In Green Height B-17 Islamabad At Reasonable Price In Block A,"B-17, Islamabad",1.0,1.0,2.1,4600000.0,2190476.1904761903
Straight Line Top Designer 1 Kanal House For Sale,"DHA Defence Phase 2, DHA Defence",5.0,5.0,20.0,125000000.0,6250000.0
1 Kanal Top Designer Straight Line Villa For Sale,"DHA Defence Phase 2, DHA Defence",5.0,5.0,20.0,139500000.0,6975000.0
5 Marla Brand New Single Story House For Sale In Banigala,"Bani Gala, Islamabad",2.0,3.0,5.0,12500000.0,2500000.0
brand new Double story house for sale ideal location i-10/1 open face,"I-10/1, I-10",4.0,4.0,4.4,24500000.0,5568181.818181817
Dha2 One kanal Brand new Designer House,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,139000000.0,6950000.0
Dha2 One Kanal Brand New Furnished House,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,119000000.0,5950000.0
Dha2 One kanal Brnad new Designer House,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,119000000.0,5950000.0
Dha2 26 Marla Brand new Luxurious House Full Furnished House Most prime location of Dha2,"DHA Defence Phase 2, DHA Defence",6.0,6.0,26.0,240000000.0,9230769.23076923
Cda Sector D-12/3(25*40)=4-Marla Double Storey House For Sale.,"D-12/3, D-12",4.0,4.0,4.0,42500000.0,10625000.0
Centarus Prestigious Duplex Living Fully Furnished Apartment In Centaurus Tower,"The Centaurus, F-8",3.0,4.0,13.8,150000000.0,10869565.217391305
3 Bedrooms For Sale In Centaurs Mall Islamabad,"The Centaurus, F-8",3.0,4.0,13.4,160000000.0,11940298.507462686
Brand New Architecture Kanal Mansion At Prime Location,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,125000000.0,6250000.0
A Perfect House Awaits You In Faisal Margalla City Islamabad,"Faisal Margalla City, B-17",5.0,5.0,7.0,36000000.0,5142857.142857143
Askari Hisgths 4 Dha 5 Isb Flat For Sale,"Askari Heights 4, DHA Phase 5 - Sector H",3.0,3.0,10.0,25000000.0,2500000.0
Good Location Brand New House For Sale,"I-11/2, I-11",4.0,4.0,4.0,23500000.0,5875000.0
Facing Park Sale The Ideally Located House For An Incredible Price Of Pkr Rs. 59000000,"PHAF Officers Residencia, Kuri Road",,,20.0,59000000.0,2950000.0
"Spacious 3-Bedroom Apartment for Sale Overseas Block 16, DHA Phase 2 Islamabad","Al-Ghurair Giga - Block 16, Al-Ghurair Giga",3.0,3.0,5.1,14000000.0,2745098.0392156863
4 Marla Beautiful House For Sale,"D-12, Islamabad",,,4.0,48500000.0,12125000.0
Spacious Corner Sun-Facing House 1022 Square Yard Prime Location 80115 Livable Asking 42 Cr,"F-8, Islamabad",7.0,,40.0,420000000.0,10500000.0
Exquisite 7-Bed Home In Exclusive F-8 Locale - CDA Transfer,"F-8, Islamabad",7.0,,36.0,360000000.0,10000000.0
One Bedroom Flat For Sale On Easy Installment Plan In Domination Heights In FMC By B-17 Islamabad,"Faisal Margalla City, B-17",1.0,1.0,2.5,8700000.0,3480000.0
Two BHK Bedroom Flat For Sale In B-17 Multi Garden At Main Gate Islamabad,"B-17, Islamabad",2.0,2.0,4.1,8600000.0,2097560.975609756
Investor Rate Villa Available For Sale. .,"B-17, Islamabad",3.0,3.0,5.0,15000000.0,3000000.0
E 11 House For Sale At Reasonable Price 5-Bedrooms 6-Bath DD 2-TvL 2-Kitchen,"E-11, Islamabad",5.0,6.0,10.0,70000000.0,7000000.0
F11 Karkurm Inclave 4 Bed Room Apt Urgently Sale More Details,"F-11, Islamabad",4.0,4.0,16.9,80000000.0,4733727.810650888
7 Marla Pair Brand New Double Storey House For Sale CBR Town,"CBR Town Phase 1 - Block C, CBR Town Phase 1",5.0,6.0,7.0,36000000.0,5142857.142857143
Brand New 10 Marla House For Sale In Bahria Enclave Sector C1,"Bahria Enclave - Sector C1, Bahria Enclave",5.0,6.0,10.0,44000000.0,4400000.0
"Bahria Enclave - Sector C1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital","Bahria Enclave - Sector C1, Bahria Enclave",5.0,5.0,10.0,44000000.0,4400000.0
Brand New 12 MARLA HOUSE,"PWD Road, Islamabad",6.0,6.0,12.0,67500000.0,5625000.0
8 Marla House For Sale,"Soan Garden - Block B, Soan Garden",6.0,6.0,8.0,36000000.0,4500000.0
"Luxury Residential Apartment For Sale In DHA Phase 3, Islamabad","Regent One, DHA Defence Phase 3",2.0,2.0,5.4,17300000.0,3203703.7037037034
"Bahria Enclave - Sector H, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital","Bahria Enclave - Sector H, Bahria Enclave",3.0,3.0,5.0,26000000.0,5200000.0
7 Marla Brand New House For Sale,"Jinnah Gardens, FECHS",4.0,,7.0,32000000.0,4571428.571428572
HOUSE FOR SALE IN D12 SIZE 35*70 (10 MARLA),"D-12/4, D-12",6.0,6.0,10.0,140000000.0,14000000.0
8 Marla Corner Brand New Luxury House For Sale In E Block Multi Garden B 17 Islamabad,"MPCHS - Block E, MPCHS - Multi Gardens",4.0,6.0,8.0,31500000.0,3937500.0
2 Bed Flat For Sale In Capital Square,"Capital Square, B-17",2.0,2.0,5.0,9300000.0,1860000.0
5 Marla Brand New House For Sale,"MPCHS - Block F, MPCHS - Multi Gardens",3.0,4.0,5.0,19500000.0,3900000.0
8 Marla 65% Complete Owner Build Gray Structure House For Sale,"MPCHS - Block F, MPCHS - Multi Gardens",4.0,6.0,8.0,23500000.0,2937500.0
25X50 NEW HOUSE FOR SALE SINGLE/DOUBLE UNIT,"D-12/1, D-12",4.0,6.0,5.6,57500000.0,10267857.142857144
5 Marla Corner Double Unit House Available. For Sale In Gulshan E Sehat E-18 In Islamabad.,"Gulshan-e-Sehat 1, E-18",4.0,5.0,5.0,16000000.0,3200000.0
1165 Square Feet Flat Is Available For Sale In Miusam Mall & Apartments FMC Block Sector B-17 Islamabad,"B-17, Islamabad",2.0,2.0,5.2,12500000.0,2403846.153846154
5 Marla Brand New Luxury House For Sale,"Bahria Enclave - Sector H, Bahria Enclave",3.0,4.0,5.0,26500000.0,5300000.0
Bahria Enclave Islamabad 5 Marla Brand New Luxury House Available For Sale.,"Bahria Enclave - Sector H, Bahria Enclave",3.0,3.0,5.0,26000000.0,5200000.0
A Beautiful House For Sale In F10,"F-10, Islamabad",10.0,6.0,40.0,320000000.0,8000000.0
Beautiful House For Sale In F-10,"F-10/3, F-10",6.0,6.0,26.0,210000000.0,8076923.076923077
5 Marla Double Storey Corner House For Sale Bani Gala Islamabad,"Bhara kahu, Islamabad",6.0,5.0,5.0,15500000.0,3100000.0
4 Marla Double Storey House For Sale Bhrakahu Islamabad,"Bhara kahu, Islamabad",6.0,6.0,4.0,9300000.0,2325000.0
Double Storey 5 Marla House In Green Avenue High Quality Construction And Beautiful House Constructions 4 Bedrooms With Attached Bathrooms One Large Car Parking,"Green Avenue, Islamabad",4.0,5.0,5.0,26000000.0,5200000.0
Brand New Modern Design,"MPCHS - Block C1, MPCHS - Multi Gardens",4.0,6.0,5.0,27000000.0,5400000.0
1 Bedroom Apartment Larger Layout with Inner Parking for sale,"Cube Apartments, Bahria Enclave",1.0,2.0,4.7,12000000.0,2553191.489361702
1 Kanal Aesthetically Designed House For Sale In DHA I R,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,110000000.0,5500000.0
1 Kanal Top Notch House For Sale In DHA I_R,"DHA Defence Phase 2, DHA Defence",5.0,5.0,20.0,140000000.0,7000000.0
1 kanal Aesthetically Built House for sale in DHA I_R,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,112500000.0,5625000.0
"Emaar Canyon Views Islamabad  1 Kanal Spanish Villa, 3 Sides Open, Corner, Available For Sale In Emaar DHA 5 Sector E .","Emaar Canyon Views, Islamabad",5.0,5.0,20.0,75000000.0,3750000.0
7 Marla Brand New House For Sale,"Jinnah Gardens Phase 1, Jinnah Gardens",,,7.0,29000000.0,4142857.1428571427
A Perfect House Awaits You In Bani Gala,"Bani Gala, Islamabad",5.0,5.0,10.0,40000000.0,4000000.0
UNBELIEVABLE PRICE 5 Marla Double Storey House For Sale!,"Taramrri, Islamabad",6.0,4.0,5.0,9900000.0,1980000.0
Farm Houses For Sale P&V Scheme 1 (Tarlai) & Scheme 2 (Chak Shahzad),"Park Road, Islamabad",2.0,,400.0,350000000.0,875000.0
5 Marla Brand New House For Sale In Multi Garden B 17 Islamabad,"MPCHS - Block F, MPCHS - Multi Gardens",5.0,6.0,5.0,23500000.0,4700000.0
"14 Marla Triple Story Double Unit House for Sale in B-17 B Block Walking Distance to Markaz, Mosque & Market","MPCHS - Block B, MPCHS - Multi Gardens",9.0,6.0,14.0,78000000.0,5571428.571428572
Sector N 8 Marla Brand New House 5 Bedroom With Attached Bathroom,"Bahria Enclave - Sector N, Bahria Enclave",5.0,5.0,8.0,37500000.0,4687500.0
"Prime Location And Fully Modern Style Apartment Available For Sale, F-10, Islamabad","F-10 Markaz, F-10",1.0,1.0,3.9,44200000.0,11333333.333333334
2 Kanal Luxury House For Sale,"MPCHS - Multi Gardens, B-17",9.0,7.0,40.0,120000000.0,3000000.0
One Kanal House For Sale Naval Anchorage Islamabad,"Naval Anchorage - Block F, Naval Anchorage",4.0,5.0,20.0,59000000.0,2950000.0
Fully Renovated 3 Bedroom 4th Floor Apartment For Sale,"Askari Tower 2, DHA Defence Phase 2",3.0,3.0,11.8,33500000.0,2838983.0508474573
Buying A House In I-8/4?,"I-8/4, I-8",6.0,6.0,14.0,105000000.0,7500000.0
3 Bed Luxury Apartment Available. For Sale in Pine Heights D-17 Islamabad.,"D-17, Islamabad",3.0,3.0,6.2,15000000.0,2419354.8387096776
4 Bed Apartment Available For Sale In Askari Tower 3 Dha 5 Islamabad,"Askari Tower 3, DHA Defence Phase 5",4.0,5.0,14.5,45500000.0,3137931.0344827585
"""Luxury Living: Margalla-Facing 7 Bed, 7 Bath House with Dual Gates in F-10/3""","F-10/3, F-10",7.0,,40.0,300000000.0,7500000.0
"""Ultimate Luxury: Brand New Triple Story 8 Bed, 8 Bath House With Margalla Views In F-10""","F-10, Islamabad",8.0,,40.0,550000000.0,13750000.0
2 Bedroom Apartment For Sale In Bahria Enclave Islamabad,"The Galleria, Bahria Enclave",2.0,2.0,6.1,12300000.0,2016393.442622951
"5 Marla Grey Structure House For Sale Overseas Block, Park View City Islamabad","Park View City - Overseas Block, Park View City",3.0,3.0,5.0,14000000.0,2800000.0
50*90 House For Sale G13 / Islamabad,"G-13, Islamabad",6.0,6.0,20.0,170000000.0,8500000.0
"One Bed Fully Furnished Flat For Sale Main Expressway, Ghauri Town Phase 5, Main Expressway, Islamabad","Ghauri Town Phase 5, Ghauri Town",1.0,1.0,2.0,6500000.0,3250000.0
Brand New House Prime location,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",6.0,6.0,10.0,49500000.0,4950000.0
7 Marla Like That Brand New Type Luxury Outclass Prominent House Available For Sale In G13 Islamabad With All Basic Amenities At Reasonable Demand,"G-13, Islamabad",5.0,6.0,7.0,56000000.0,8000000.0
Beautiful Architectural Design 1 Kanal House For Sale In Islamabad G13,"G-13/2, G-13",6.0,6.0,20.0,175000000.0,8750000.0
14 Marla Brand New Prominent And Outstanding House Available For Sale In G13 Islamabad With All Basic Amenities At Reasonable Sale Demand,"G-13, Islamabad",7.0,7.0,14.0,120000000.0,8571428.57142857
25*40 Brand new House For sale In Prime Location G14/4 Islamabad,"G-14/4, G-14",4.0,6.0,4.4,36000000.0,8181818.181818181
Affordable Flat Of 880 Square Feet Is Available For sale,"I-16/3, I-16",2.0,2.0,3.9,5300000.0,1358974.358974359
I-16/3 Flat Sized 880 Square Feet,"I-16/3, I-16",2.0,2.0,3.9,6000000.0,1538461.5384615385
Get A Corner 880 Square Feet Flat For sale In I-16/3,"I-16/3, I-16",2.0,2.0,3.9,5100000.0,1307692.3076923077
Book A 880 Square Feet Flat In I-16/3,"I-16/3, I-16",2.0,2.0,3.9,4700000.0,1205128.2051282052
Brand New Designer Corner Double Story House Is Available For Sale In D-12/1 Islamabad,"D-12, Islamabad",5.0,6.0,14.0,154000000.0,11000000.0
7 Marla House For Sale In Faisal Margalla City Islamabad,"Faisal Margalla City, B-17",5.0,5.0,8.0,36000000.0,4500000.0
Kanal House For Sale In C Block At Very Investor Rate 10 Kv Solar System Installed,"MPCHS - Multi Gardens, B-17",6.0,6.0,20.0,69000000.0,3450000.0
I-8/2 40X80 Double Storey House For Sale In Plot Price,"I-8/2, I-8",6.0,6.0,14.0,118000000.0,8428571.42857143
Cda Sector D-12/4(35*70)=10-Marla Brand New House For Sale On 70ft Wide Road.,"D-12/4, D-12",5.0,6.0,10.0,140000000.0,14000000.0
3 Bed Apartment For Sale In Askari Tower 3 DHA 5 Islamabad,"Askari Tower 3, DHA Defence Phase 5",3.0,3.0,11.9,35500000.0,2983193.277310924
5 MARLA HOUSE SECTOR J,"DHA Phase 2 - Sector J, DHA Defence Phase 2",5.0,4.0,6.0,38500000.0,6416666.666666667
Top City Corner House Of Sale,"Top City 1 - Block A, Top City 1",5.0,7.0,13.0,59000000.0,4538461.538461538
2nd Floor Corner Two Bedroom Apartment In Diamond Mall & Residency On Sale,"Gulberg Greens, Gulberg",2.0,3.0,3.9,14500000.0,3717948.717948718
ONE KANAL BRAND NEW LUXURIOUS HOUSE FOR SALE IN DHA PHASE 2 ISLAMABAD,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,100000000.0,5000000.0
"Prime Location 6 Bed, 6 Bath House for Sale in F-10, Islamabad - 555 Sqy, 50x100","F-10, Islamabad",6.0,6.0,22.0,200000000.0,9090909.090909092
"Prime Investment Opportunity: Demolished House In F-10, CDA Transfer, 1200 Sq Yard","F-10, Islamabad",8.0,,48.0,340000000.0,7083333.333333333
Brand New House Double Heighted,"MPCHS - Block F, MPCHS - Multi Gardens",3.0,4.0,5.0,22000000.0,4400000.0
1900 Sqft 3 Bedroom Available For Sale In Capital Residencia E11,"Capital Residencia, Margalla Hills-2",3.0,3.0,8.4,26000000.0,3095238.095238095
Modern Straight Line Double Heighted Lounge Designer House For Sale,"DHA Defence Phase 2, DHA Defence",5.0,5.0,20.0,145000000.0,7250000.0
One Bed Apartment Available For Sale 1st Floor Society Transfer C Block,"MPCHS - Multi Gardens, B-17",1.0,1.0,2.0,4800000.0,2400000.0
NEAR GATE NO 2 sale A House In Islamabad Prime Location,"DHA Phase 2 - Sector A, DHA Defence Phase 2",5.0,5.0,20.0,95000000.0,4750000.0
Brand New 03 Bed 1st Floor Askari Apartment For Sale,"DHA Defence Phase 5, DHA Defence",3.0,4.0,11.6,29800000.0,2568965.5172413792
Flat Of 880 Square Feet Is Available For sale,"I-16/3, I-16",2.0,2.0,3.9,5600000.0,1435897.435897436
880 Square Feet Flat In Islamabad Is Available For sale,"I-16/3, I-16",2.0,2.0,3.9,5500000.0,1410256.4102564103
"Corner 880 Square Feet Flat available for sale in I-16/3, Islamabad","I-16/3, I-16",2.0,2.0,3.9,5800000.0,1487179.4871794872
4 Marla Brand New Luxury Prominent House For Sale In G13 Islamabad With All Basic Facilities With Reasonable Demand,"G-13, Islamabad",4.0,4.0,4.0,35000000.0,8750000.0
Brand New House Available For Sale In F7,"F-7, Islamabad",6.0,6.0,26.0,480000000.0,18461538.46153846
Beautiful House For Sale With Extra Land,"F-10, Islamabad",5.0,5.0,20.0,160000000.0,8000000.0
Triple Story House House Available For Sale,"F-10, Islamabad",7.0,7.0,22.0,160000000.0,7272727.2727272725
LUXURY APARTMENT FOR SALE,"Grand Orchard, DHA Defence Phase 1",1.0,1.0,2.5,12000000.0,4800000.0
LUXURY STUDIO FOR SALE,"DHA Defence Phase 1, DHA Defence",,1.0,1.8,9064000.0,5035555.555555555
In E-11/2 House For Sale Sized 1 Kanal,"E-11/2, E-11",,,20.0,165000000.0,8250000.0
Park Facing 25x50 Double Storey House For Sale in D-12/1,"D-12/1, D-12",5.0,5.0,5.0,55000000.0,11000000.0
8 Marla Brand New Luxury House For Sale In Multi Garden B 17 Islamabad Block C,"MPCHS - Block C, MPCHS - Multi Gardens",5.0,6.0,8.0,42500000.0,5312500.0
Beautiful House For Sale,"F-11/1, F-11",4.0,4.0,26.0,185000000.0,7115384.615384615
60x100 Brand New Double Story House For Sale G-14/4,"G-14/4, G-14",6.0,6.0,24.0,200000000.0,8333333.333333333
